id,RELEASETIME,FULLTIME,REPAYTIME,ITEM_NAME,ITEM_AMOUNT,ITEM_STATUS,ITEM_INTRODUCTION,LIFE_LOAN,MONEY_RATE,LOAN_TYPE,LOAN_USE,BONDING_COMPANY,DEADLINE,REPAYTYPE,BORROWER_NAME,BORROWER_SEX,BORROWER_AGE,BORROWER_EDUCATION,BORROWER_MARRIAGE,BORROWER_INDUSTRY,BORROWER_CITY,BORROWER_INCOME,BORROWER_HOUSE,BORROWER_CAR,REWARD
"87232",\N,\N,\N,"公司经营需要资金周转（年年利）","60000.00",\N,"本人位于福建省福州市，因公司经营，需要资金周转，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","vtryr6hh",\N,"35","本科","已婚",\N,"福建省福州市","10001-30000",\N,"有",\N
"87233",\N,\N,\N,"房屋装修急需资金周转（年年利）","60000.00",\N,"本人位于重庆市江津区，因房屋装修，需要资金周转，望大家支持一下。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","rf3r3wbhr",\N,"51","高中及以下","已婚",\N,"重庆市江津区","10001-30000",\N,"有",\N
"87234",\N,\N,\N,"个人消费需资金周转（月月享）","40000.00",\N,"本人位于贵州省关岭市，因日常消费需要资金周转，望大家支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","fe4r35tcv",\N,"26","本科","已婚",\N,"贵州省关岭市","8001-10000",\N,\N,\N
"87235",\N,\N,\N,"购置车辆急需资金周转（月月享）","50000.00",\N,"本人位于重庆市长寿区，因购置车辆，需要资金周转，望大家支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","gt576j",\N,"42","专科","已婚",\N,"重庆市长寿区","8001-10000",\N,"有",\N
"87236",\N,\N,\N,"装修房子需要资金周转（年年利）","50000.00",\N,"本人是重庆渝中区某学校的一名教师，位于重庆渝中区，因个人房产装修，需要部分的资金周转，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","zsdw34",\N,"29","研究生","已婚",\N,"重庆渝中区","8001-10000",\N,\N,\N
"87237",\N,\N,\N,"购置车辆急需资金周转（年年利）","50000.00",\N,"本人位于宁夏灵武市，因购置车辆资金不是很充足需要借部分资金周转，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","zgiu989nk",\N,"28","本科","未婚",\N,"宁夏灵武市","8001-10000",\N,"有",\N
"87238",\N,\N,\N,"新房装修急需资金周转（月月享）","60000.00",\N,"本人位于宁夏银川，因新房装修，需要资金周转，望大家支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","dregvew",\N,"25","本科","已婚",\N,"宁夏银川","8001-10000",\N,\N,\N
"87239",\N,\N,\N,"新房装修需要资金周转(年年利）","60000.00",\N,"本人位于四川省洪雅县，现在新房装修需要资金临时周转一下，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","mjuiku8",\N,"35","本科","已婚",\N,"四川省洪雅县","8001-10000",\N,\N,\N
"87240",\N,\N,\N,"个体经营需要资金周转（月月享）","60000.00",\N,"款详情：本人位于吉林省吉林市，个体经营，因近期扩展业务，需要资金周转。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","g5ry4jhn",\N,"33","本科","已婚",\N,"吉林省吉林市","10001-30000",\N,"有",\N
"87241",\N,\N,\N,"个人购房急需资金周转（年年利）","60000.00",\N,"本人是某学校的教师，位于陕西省富平县，因个人购房，需要资金周转，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","2w3r2r",\N,"32","本科","已婚",\N,"陕西省富平县","8001-10000",\N,"有",\N
"87242",\N,\N,\N,"房屋装修需要资金周转（年年利）","60000.00",\N,"本人是某医院护士，位于山西省侯马市，因房子需要装修，资金不是很充足，请大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","gvjkj789",\N,"30","本科","已婚",\N,"山西省侯马市","8001-10000",\N,\N,\N
"87243",\N,\N,\N,"生活消费需资金支持（年年利）","60000.00",\N,"本人是某公司资深会计，位于吉林省吉林市，因日常生活消费，需要资金周转，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","fr43fvfwas",\N,"31","本科","已婚",\N,"吉林省吉林市","8001-10000",\N,"有",\N
"87244",\N,\N,\N,"店面扩大需资金周转（月月享）","70000.00",\N,"本人位于沈阳市皇姑区，因店面扩大装修，需要资金周转，望大家多多支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","gb565ikjuy",\N,"52","专科","已婚",\N,"沈阳市皇姑区","10001-30000",\N,"有",\N
"87245",\N,\N,\N,"购置家具需要资金周转（年年利）","60000.00",\N,"本人是一名护师，位于陕西省宝鸡市，因新房装修后需要购置一些家具，资金不是很充足，需要临时周转一下，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","fwe45r",\N,"32","本科","已婚",\N,"陕西省宝鸡市","10001-30000",\N,\N,\N
"87246",\N,\N,\N,"公司经营需资金周转（年年利）","70000.00",\N,"本人位于贵州省贵阳市，因公司经营，需要资金周转，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","cwe3ref",\N,"46","专科","已婚",\N,"贵州省贵阳市","30001-50000",\N,"有",\N
"87247",\N,\N,\N,"新房装修急需资金周转（月月享）","70000.00",\N,"本人有一套位于四川省绵竹市的房产，因结婚需要进行装修，急需一部分装修费用，希望大家支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","bedrt45t",\N,"26","本科","已婚",\N,"四川省绵竹市","8001-10000",\N,\N,\N
"87248",\N,\N,\N,"房屋装修需要资金周转（年年利）","60000.00",\N,"本人位于河北省保定市，因个人房屋装修，需要资金周转，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","rt45tgbdr",\N,"45","专科","已婚",\N,"河北省保定市","8001-10000",\N,\N,\N
"87249",\N,\N,\N,"日常消费需资金周转（年年利）","50000.00",\N,"本人位于山西省定襄县，因日常消费急需部分资金周转，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","vdert45",\N,"35","专科","已婚",\N,"山西省定襄县","8001-10000",\N,"有",\N
"87250",\N,\N,\N,"购置车辆急需资金周转（月月享）","50000.00",\N,"本人位于陕西省泾阳县，因购置车辆，需要资金周转，望大家支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","sfere43",\N,"34","本科","已婚",\N,"陕西省泾阳县","8001-10000",\N,\N,\N
"87251",\N,\N,\N,"购房急需资金周转（年年利）","70000.00",\N,"本人位于吉林省东丰县，个人购置房产，需要一些资金周转，希望大家多多帮忙。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","dvrtg34",\N,"27","本科","已婚",\N,"吉林省东丰县","8001-10000",\N,"有",\N
"87252",\N,\N,\N,"房屋装修需要资金周转（年年利）","70000.00",\N,"本人是某医院主治医师，位于宁夏石嘴山市，因个人房产装修，需要资金周转一下，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","ghkj89k33",\N,"42","本科","已婚",\N,"宁夏石嘴山市","10001-30000",\N,"有",\N
"87253",\N,\N,\N,"新房装修急需资金周转（月月享）","50000.00",\N,"本人有一套位于山西省寿阳县的房产，因结婚需要进行装修，急需一部分装修费用，希望大家支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","caefwecvs",\N,"27","本科","已婚",\N,"山西省寿阳县","8001-10000",\N,\N,\N
"87254",\N,\N,\N,"店面装修急需资金周转（年年利）","50000.00",\N,"本人位于贵州省黔西县，因店面装修，需要资金周转，望大家多多支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","czsy89bjb",\N,"54","高中及以下","已婚",\N,"贵州省黔西县","10001-30000",\N,"有",\N
"87255",\N,\N,\N,"店面装修急需资金周转（月月享）","70000.00",\N,"本人位于云南省楚雄彝族自治州，因店面扩大装修，需要资金周转，望大家多多支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","ewr435tx",\N,"39","专科","已婚",\N,"云南省楚雄彝族自治州","10001-30000",\N,"有",\N
"87256",\N,\N,\N,"公司经营需要资金周转（年年利）","80000.00",\N,"本人是某公司法人，位于安徽省宿州市，因公司经营，需要资金周转，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","gvhjkj54",\N,"38","研究生","已婚",\N,"安徽省宿州市","30001-50000",\N,"有",\N
"87257",\N,\N,\N,"房屋装修急需资金周转（月月享）","80000.00",\N,"本人位于江西省赣州市，因个人房屋装修，需要资金周转，望大家支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","zsdw3wv",\N,"37","专科","已婚",\N,"江西省赣州市","10001-30000",\N,\N,\N
"87258",\N,\N,\N,"扩大经营需要资金周转（年年利）","80000.00",\N,"本人位于宁夏固原市，因公司要扩大经营，需要资金周转，望大家帮助。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","fgr5y5ryh",\N,"37","本科","已婚",\N,"宁夏固原市","10001-30000",\N,"有",\N
"87259",\N,\N,\N,"公司经营需要资金周转（月月享）","80000.00",\N,"本人位于湖南省安乡县，因公司经营需要资金周转，望大家支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","dty6789",\N,"42","专科","已婚",\N,"湖南省安乡县","10001-30000",\N,"有",\N
"87260",\N,\N,\N,"扩大装修急需资金周转（年年利）","70000.00",\N,"本人位于安徽省铜陵市，因店面扩大装修，需要资金周转，望大家多多支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","gu689456vhvj",\N,"37","本科","已婚",\N,"安徽省铜陵市","30001-50000",\N,"有",\N
"87261",\N,\N,\N,"购置家具需要资金周转（年年利）","100000.00",\N,"本人位于河北省唐山市，现购置家具资金不是很充足，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","g54yrhbrhb",\N,"37","专科","已婚",\N,"河北省唐山市","8001-10000",\N,"有",\N
"87262",\N,\N,\N,"新房装修急需装修费（年年利）","60000.00",\N,"本人有一套位于湖南省会同县的房产，因装修，需要一笔装修费，望大家多多支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","awsedqx3",\N,"28","本科","已婚",\N,"湖南省会同县","10001-30000",\N,\N,\N
"87263",\N,\N,\N,"房屋装修急需资金周转（年年利）","60000.00",\N,"本人位于吉林省农安县，因房屋装修，需要资金周转，望大家支持一下，","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","rw34r3",\N,"25","本科","已婚",\N,"吉林省农安县","8001-10000",\N,\N,\N
"87264",\N,\N,\N,"扩大经营需要资金周转（月月享）","60000.00",\N,"本人位于吉林省吉林市，因公司扩大经营，需要部分资金周转，望大家支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","uyi8y698",\N,"43","专科","已婚",\N,"吉林省吉林市","10001-30000",\N,"有",\N
"87265",\N,\N,\N,"扩大经营需要资金周转（月月享）","60000.00",\N,"本人位于安徽省马鞍山市，因公司要扩大经营，需要资金周转，望大家支持一下。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","bkjhi78",\N,"39","专科","已婚",\N,"安徽省马鞍山市","10001-30000",\N,"有",\N
"87266",\N,\N,\N,"房屋装修需资金周转（年年利）","60000.00",\N,"本人位于云南省昆明市，因房屋装修，需要资金周转，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","ftr565",\N,"45","本科","已婚",\N,"云南昆明市","10001-30000",\N,"有",\N
"87267",\N,\N,\N,"购车需要资金周转（月月享）","60000.00",\N,"本人位于吉林省长春市，因个人购车资金不足，需要周转一下，望大家支持一下。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","thytynt",\N,"24","本科","未婚",\N,"吉林省长春市","8001-10000",\N,\N,\N
"87268",\N,\N,\N,"房屋装修需要资金周转（月月享）","70000.00",\N,"本人位于甘肃省永登县，个人房产装修需要资金周转，望大家帮忙。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","ve4536t",\N,"51","高中及以下","已婚",\N,"甘肃省永登县","30001-50000",\N,"有",\N
"87269",\N,\N,\N,"房屋装修需要资金周转（年年利）","50000.00",\N,"本人位于重庆市开县，个人房屋装修需要部分资金周转，望大家多多支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","brthyt",\N,"40","专科","已婚",\N,"重庆市开县","8001-10000",\N,\N,\N
"87270",\N,\N,\N,"日常消费需要资金周转（月月享）","60000.00",\N,"本人位于安徽省合肥市，因个人日常消费，需要资金周转，望大家支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","fre54s",\N,"49","高中及以下","已婚",\N,"安徽合肥市","8001-10000",\N,"有",\N
"87271",\N,\N,\N,"购车需要资金周转（年年利）","60000.00",\N,"本人位于河南省辉县市，因购车需要资金周转，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","vdrgfeh",\N,"42","专科","已婚",\N,"河南省辉县市","8001-10000",\N,\N,\N
"87272",\N,\N,\N,"商品房装修需资金周转（年年利）","70000.00",\N,"本人有一套位于吉林省长春市的商品房，因装修，需要一笔资金周转，希望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","rtegfv",\N,"56","本科","已婚",\N,"吉林省长春市","10001-30000",\N,"有",\N
"87273",\N,\N,\N,"房屋装修需要资金周转（年年利）","70000.00",\N,"本人位于重庆市沙坪坝区，因房屋装修，需要资金临时周转一下，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","cfwefc",\N,"43","本科","已婚",\N,"重庆市沙坪坝区","10001-30000",\N,\N,\N
"87274",\N,\N,\N,"日常消费需要资金周转（月月享）","80000.00",\N,"本人是某公司经理，位于吉林省汪清县，因日常消费，需资金临时周转一下，望大家支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","sewrf",\N,"45","专科","已婚",\N,"吉林省汪清县","10001-30000",\N,"有",\N
"87275",\N,\N,\N,"购置家电需要资金周转（年年利）","80000.00",\N,"本人位于福建省泉州市，因购置家电需要临时周转一下，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","gbtrfy5tu",\N,"34","本科","已婚",\N,"福建省泉州市","10001-30000",\N,"有",\N
"87276",\N,\N,\N,"购房需要资金周转（月月享）","80000.00",\N,"本人位于云南省昆明市，因购置房屋，需要资金周转，望大家支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","aww3rwef",\N,"29","本科","已婚",\N,"云南省昆明市","10001-30000",\N,"有",\N
"87277",\N,\N,\N,"房屋装修急需资金周转（年年利）","70000.00",\N,"本人位于河南省嵩县，因房屋装修需要资金周转，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","fghtgfn",\N,"45","本科","已婚",\N,"河南省嵩县","10001-30000",\N,\N,\N
"87278",\N,\N,\N,"房屋装修急需资金周转（月月享）","60000.00",\N,"本人位于山东省梁山县，装修房子资金不足，希望大家多多支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","hnytjy",\N,"44","专科","已婚",\N,"山东省梁山县","8001-10000",\N,\N,\N
"87279",\N,\N,\N,"开分店急需资金周转（年年利）","70000.00",\N,"本人位于山西省运城市，个人经营了一家饭店，因经营良好客源较多，现想开立一家分店，需要资金临时周转一下，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","dfhyrtfgn",\N,"50","专科","已婚",\N,"山西省运城市","50000以上",\N,"有",\N
"87280",\N,\N,\N,"房屋装修急需资金周转（月月享）","130000.00",\N,"本人位于吉林省吉林市，老家房子装修目前需要资金周转，望大家支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","5rfvdfv",\N,"56","高中及以下","已婚",\N,"吉林省吉林市","10001-30000",\N,"有",\N
"87281",\N,\N,\N,"购买家具需要资金周转（月月享）","70000.00",\N,"本人位于宁夏贺兰县，房子刚装修好需要购置新家具，故申请借款临时周转一下，希望大家多多投标。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","sdvsvd",\N,"40","本科","已婚",\N,"宁夏贺兰县","10001-30000",\N,"有",\N
"87282",\N,\N,\N,"扩大经营需资金周转（年年利）","80000.00",\N,"本人位于山东省莱州市，因公司扩大经营，需要资金周转，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","dr4thyhj",\N,"46","高中及以下","已婚",\N,"山东省莱州市","10001-30000",\N,"有",\N
"87283",\N,\N,\N,"装修店面需要资金周转（月月享）","70000.00",\N,"本人位于广西平果县，个体经营饭店，因生意较好想扩大装修，临时需资金周转一下，望大家支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","fw3r43ty5h",\N,"41","高中及以下","已婚",\N,"广西平果县","10001-30000",\N,"有",\N
"87284",\N,\N,\N,"生活消费需要资金周转（年年利）","60000.00",\N,"本人位于广西柳江县，日常生活消费需要资金周转，望大家多多支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","brtfgvw",\N,"32","本科","已婚",\N,"广西柳江县","8001-10000",\N,\N,\N
"87285",\N,\N,\N,"购置家具需要资金周转（年年利）","70000.00",\N,"本人位于重庆市云阳县，新房装修后需要购置家具资金不足，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","vbrtfgthb",\N,"27","本科","已婚",\N,"重庆市云阳县","8001-10000",\N,\N,\N
"87286",\N,\N,\N,"房屋装修需要资金周转（月月享）","70000.00",\N,"本人是一名教师，位于宁夏青铜峡市，因家里房屋装修需要资金周转，望大家支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","vrehbgb",\N,"33","本科","已婚",\N,"宁夏青铜峡市","8001-10000",\N,\N,\N
"87287",\N,\N,\N,"扩建厂房需资金周转（月月享）","80000.00",\N,"本人位于贵州省贵阳市，因工厂扩建厂房，需要资金进行周转，希望大家给与支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","gfy6567",\N,"35","本科","已婚",\N,"贵州省贵阳市","10001-30000",\N,"有",\N
"87288",\N,\N,\N,"生意周转需要资金支持（年年利）","70000.00",\N,"本人位于福建省南平市，因生意周转，需要资金周转一下，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","e6rvhgvty",\N,"32","研究生","已婚",\N,"福建省南平市","10001-30000",\N,"有",\N
"87289",\N,\N,\N,"房屋装修急需资金周转（年年利）","80000.00",\N,"本人位于河北省唐山市，因房屋装修，需要资金周转，望大家支持一下。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","vhgui99",\N,"42","专科","已婚",\N,"河北省唐山市","8001-10000",\N,"有",\N
"87290",\N,\N,\N,"扩大经营需要资金周转（年年利）","80000.00",\N,"本人是某公司科长，位于广西北海市，因爱人的公司扩大经营，需要资金周转，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","swedecwsf",\N,"52","本科","已婚",\N,"广西北海市","10001-30000",\N,"有",\N
"87291",\N,\N,\N,"购置家具需要资金周转（月月享）","80000.00",\N,"本人是某医院医技师，位于广西马山县，因新房购置家具，需要资金临时周转一下，希望大家多多支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","brtgergt",\N,"27","本科","已婚",\N,"广西马山县","10001-30000",\N,"有",\N
"87292",\N,\N,\N,"购车需要资金周转（年年利）","80000.00",\N,"本人位于河北省秦皇岛市，因购车需要资金周转，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","gbtry5rth",\N,"23","本科","未婚",\N,"河北省秦皇岛市","8001-10000",\N,\N,\N
"87293",\N,\N,\N,"房屋装修需要资金周转（月月享）","80000.00",\N,"本人是某公司的会计主管，位于河北省武安市，因家中房屋装修需要资金周转一下，希望大家支持。。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","vdfgvde",\N,"51","本科","已婚",\N,"河北省武安市","10001-30000",\N,"有",\N
"87294",\N,\N,\N,"日常消费需要资金周转（年年利）","90000.00",\N,"本人是某学校的一名教师，位于重庆市云阳县，因生活消费需要资金周转，希望大家支持。。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","w3eewd",\N,"37","本科","已婚",\N,"重庆市云阳县","10001-30000",\N,"有",\N
"87295",\N,\N,\N,"日常消费需要资金周转（月月享）","120000.00",\N,"本人位于山西省临汾市，因生活消费临时需要资金周转一下，希望大家多多支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","47hrfhbnf",\N,"29","本科","已婚",\N,"山西省汾阳市","8001-10000",\N,"有",\N
"87296",\N,\N,\N,"购置家具需要资金周转（年年利）","130000.00",\N,"本人位于山东省淄博市，因孩子结婚近期开销比较大，现在为新房购买家具资金有些周转不开，希望大家多多支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","4iurfn",\N,"46","高中及以下","已婚",\N,"山东省淄博市","10001-30000",\N,"有",\N
"87297",\N,\N,\N,"购置房产需要资金周转（年年利）","90000.00",\N,"本人是一名科员，位于河北省邯郸市，因个人购置房产临时需要资金周转一下，希望大家支持。。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","ngyjuyukm",\N,"48","专科","已婚",\N,"河北省邯郸市","10001-30000",\N,"有",\N
"87298",\N,\N,\N,"日常消费需要资金周转（月月享）","90000.00",\N,"本人住址位于山东省淄博市，因日常生活消费需要一笔资金周转，望大家支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","sew3435b",\N,"42","专科","已婚",\N,"山东省淄博市","8001-10000",\N,"有",\N
"87299",\N,\N,\N,"新房装修需要资金周转（年年利）","150000.00",\N,"本人位于重庆市渝中区，因婚房装修，需要资金周转一下，希望大家多多支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","f47yh",\N,"33","本科","未婚",\N,"重庆市渝中区","10001-30000",\N,"有",\N
"87300",\N,\N,\N,"修建学校需要资金周转（月月享）","70000.00",\N,"本人位于福建省云霄县，因学校操场修建并增加新设备，需要资金周转。希望大家支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","5tgrgdgb",\N,"38","本科","已婚",\N,"福建省云霄县","30001-50000",\N,"有",\N
"87301",\N,\N,\N,"扩大经营需要资金周转（年年利）","50000.00",\N,"本人位于宁夏固原市，工厂扩大经营，临时需要资金周转，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","f45jnf",\N,"36","本科","已婚",\N,"宁夏固原市","50000以上",\N,"有",\N
"87302",\N,\N,\N,"日常消费需要资金周转（年年利）","70000.00",\N,"本人位于河南省洛阳市，因生活消费需要资金周转，希望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","frifn",\N,"33","本科","已婚",\N,"河南省洛阳市","8001-10000",\N,"有",\N
"87303",\N,\N,\N,"扩大经营需要资金周转（年年利）","60000.00",\N,"本人位于吉林省前郭尔罗斯蒙古族自治县，公司扩大经营需要资金临时周转一下，望大家多多支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","f54eurjf",\N,"56","高中及以下","已婚",\N,"吉林省前郭尔罗斯蒙古族自治县","30001-50000",\N,"有",\N
"87304",\N,\N,\N,"扩大经营需要资金周转（月月享）","60000.00",\N,"本人位于吉林省安图县，母亲个人经营一家店面，因生意较好目前想扩大经营，资金一时周转不开，希望大家支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","reinneg",\N,"29","本科","未婚",\N,"吉林省安图县","10001-30000",\N,"有",\N
"87305",\N,\N,\N,"购车需要资金周转（年年利）","70000.00",\N,"本人位于山西省大同市，个人购车资金不足，希望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","dw3ekd",\N,"43","专科","已婚",\N,"山西省大同市","8001-10000",\N,\N,\N
"87306",\N,\N,\N,"买房需要资金周转（年年利）","50000.00",\N,"本人位于河北省高碑店市，因购房需要资金周转，希望大家多多支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","frekfjm",\N,"27","本科","已婚",\N,"河北省高碑店市","8001-10000",\N,"有",\N
"87307",\N,\N,\N,"新房装修需要资金周转（年年利）","60000.00",\N,"本人位于宁夏吴忠市，是某医院的护士，因婚房装修需借款临时周转一下，希望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","fe4kfj",\N,"25","本科","未婚",\N,"宁夏吴忠市","10001-30000",\N,\N,\N
"87308",\N,\N,\N,"购置房产需要资金周转（年年利）","60000.00",\N,"本人位于吉林省长岭县，个人购房需要资金周转，希望大家多多支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","fe3tfgegv",\N,"25","本科","未婚",\N,"吉林省长岭县","10001-30000",\N,"有",\N
"87309",\N,\N,\N,"生活消费需要资金周转（月月享）","40000.00",\N,"本人位于四川省成都市，日常生活消费需要资金周转，望大家多多支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","0okkmom",\N,"33","本科","已婚",\N,"四川省成都市","8001-10000",\N,\N,\N
"87310",\N,\N,\N,"日常消费需要资金周转（年年利）","50000.00",\N,"本人位于吉林省九台市，因日常消费需要资金周转，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","remmljn",\N,"46","本科","已婚",\N,"吉林省九台市","8001-10000",\N,"有",\N
"87311",\N,\N,\N,"生活消费需要资金周转（月月享）","50000.00",\N,"本人位于宁夏吴忠市，日常生活消费需要资金周转，望大家多多支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","45tgved",\N,"34","本科","已婚",\N,"宁夏吴忠市","10001-30000",\N,"有",\N
"87312",\N,\N,\N,"门店经营需要资金周转（年年利）","50000.00",\N,"本人位于宁夏银川市，门店经营需要资金周转，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","sd89098k",\N,"52","专科","已婚",\N,"宁夏银川市","10001-30000",\N,"有",\N
"87313",\N,\N,\N,"生活消费需要资金周转（年年利）","70000.00",\N,"本人位于福建省漳浦县，因日常生活消费需要资金周转，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","7ujngyjm",\N,"33","本科","已婚",\N,"福建省漳浦县","10001-30000",\N,"有",\N
"87314",\N,\N,\N,"采购原材料需资金周转（年年利）","40000.00",\N,"本人位于吉林省吉林市，因采购原材料需要资金周转，望大家支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","wefcs",\N,"46","高中及以下","已婚",\N,"吉林省吉林市","10001-30000",\N,"有",\N
"87315",\N,\N,\N,"做生意需要资金周转（月月享）","50000.00",\N,\N,"12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","zhouzhou325",\N,"41","本科","已婚",\N,"云南省曲靖市","30001-50000",\N,"有",\N
"87316",\N,\N,\N,"店面装修需要资金周转（年年利）","40000.00",\N,\N,"12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","dai0381",\N,"29","本科","已婚",\N,"宁夏固原市","10001-30000",\N,"有",\N
"87317",\N,\N,\N,"新房装修需要资金周转（月月享）","50000.00",\N,\N,"12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","xingxing3313",\N,"22","本科","已婚",\N,"四川省德阳市","8001-10000",\N,\N,\N
"87318",\N,\N,\N,"公司经营需要资金周转（月月享）","50000.00",\N,"本人在甘肃兰州市有一个项目，急需要资金周转，望大家支持。","12个月",\N,"12.000000",\N,\N,\N,"按月付息到期还本","g5tgwfcs",\N,"36","本科","已婚",\N,"甘肃省兰州市","30001-50000",\N,"有",\N
"87319",\N,\N,\N,"店面装修需要资金周转（年年利）","50000.00",\N,"本人位于福建省龙海市，因个体经营需要装修门面，希望大家多多支持。","12个月",\N,"13.000000",\N,\N,\N,"到期还本付息","fre4t4g",\N,"51","高中及以下","已婚",\N,"福建省龙海市","30001-50000",\N,"有",\N
